Tour Code; Tour Description; Year; Tourn.#; Player #; Course #; Permanent Tournament #; Player First Name; Player Last Name; Round; Tournament Name;Course Name; Hole; Hole Score; Par Value; Yardage;  Shot; Shot Type(S/P/D);# of Strokes; From Location(Scorer); From Location(Laser); To Location(Scorer); To Location(Laser); Distance; Distance to Pin; In the Hole Flag; Around the Green Flag;1st Putt Flag; Distance to Hole after the Shot; Time; Lie; Elevation; Slope; X Coordinate; Y Coordinate;  Z Coordinate; Distance from Center; Distance from Edge
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;14; 5;04;442;04;S;1;Green;Unknown;Green;Unknown;00177;00169;N;N;Y;00000000004;1548;Good;With;Level; 10,935.7860;  9,322.8730;    503.9190;00006;00136
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;14; 5;04;442;05;S;1;Green;Unknown;;;00004;00004;Y;N;;00000000000;1548;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;15; 5;05;525;01;S;1;Tee Box;;Tree Outline;Unknown;10440;18180;N;N;;00000008375;1552;Good;With;Level; 11,577.4560;  9,077.3310;    503.9910;01123;00694
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;15; 5;05;525;02;S;1;Primary Rough;Unknown;Fairway;Left Fairway;03639;08375;N;N;;00000004741;1557;N/A;With;Level; 11,840.7180;  8,929.1970;    530.4900;00754;00019
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;15; 5;05;525;03;S;1;Fairway;Left Fairway;Green;Unknown;05007;04741;N;N;;00000000265;1559;Good;With;Level; 12,189.8290;  8,701.8520;    553.8980;00083;00049
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;15; 5;05;525;04;S;1;Green;Unknown;Green;Unknown;00320;00265;N;N;Y;00000000050;1603;Good;With;Level; 12,169.8800;  8,719.5370;    553.0960;00016;00108
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;15; 5;05;525;05;S;1;Green;Unknown;;;00050;00050;Y;N;;00000000000;1604;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;16; 4;04;481;01;S;1;Tee Box;;Fairway;Left Fairway;11332;17496;N;N;;00000006165;1607;Good;With;Level; 11,256.2280;  8,506.8810;    499.6570;00120;00312
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;16; 4;04;481;02;S;1;Fairway;Left Fairway;Green;Unknown;06031;06165;N;N;;00000000436;1614;Good;With;Level; 10,756.2480;  8,555.3140;    483.3620;00415;00377
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;16; 4;04;481;03;S;1;Green;Unknown;Green;Unknown;00425;00436;N;N;Y;00000000033;1623;Good;With;Level; 10,752.3570;  8,590.4810;    483.6450;00005;00145
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;16; 4;04;481;04;S;1;Green;Unknown;;;00033;00033;Y;N;;00000000000;1624;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;17; 5;04;470;01;S;1;Tee Box;;Primary Rough;Left Rough;10634;16092;N;N;;00000005449;1628;Good;With;Level; 10,543.4440;  9,199.0390;    474.4470;00705;00192
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;17; 5;04;470;02;S;1;Primary Rough;Left Rough;Green Side Bunker;Right Green Side Bunker;05910;05449;N;Y;;00000001059;1633;N/A;With;Level; 10,670.7590;  9,674.7940;    475.9200;01033;00211
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;17; 5;04;470;03;S;1;Green Side Bunker;Right Green Side Bunker;Green;Unknown;01160;01059;N;N;;00000000096;1637;Good;With;Level; 10,577.3920;  9,649.8500;    479.2300;00097;00060
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;17; 5;04;470;04;S;1;Green;Unknown;Green;Unknown;00118;00096;N;N;Y;00000000017;1640;Good;With;Level; 10,587.1090;  9,651.5550;    479.2610;00019;00166
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;17; 5;04;470;05;S;1;Green;Unknown;;;00017;00017;Y;N;;00000000000;1640;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;18; 2;03;235;01;S;1;Tee Box;;Green;Unknown;07984;08352;N;N;;00000000441;1643;Good;With;Level; 10,161.4200;  9,860.3420;    493.0860;00211;00224
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;18; 2;03;235;02;S;1;Green;Unknown;;;00441;00441;Y;N;Y;00000000000;1648;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;01; 4;04;424;01;S;1;Tee Box;;Primary Rough;Right Rough;10773;15372;N;N;;00000004997;1220;Good;With;Level;  9,092.1840;  9,929.2780;    479.9330;01427;00955
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;01; 4;04;424;02;S;1;Primary Rough;Right Rough;Green;Unknown;05021;04997;N;N;;00000000337;1225;N/A;With;Level;  8,685.2000;  9,835.0970;    504.1880;00322;00325
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;01; 4;04;424;03;S;1;Green;Unknown;Green;Unknown;00349;00337;N;N;Y;00000000017;1229;Good;With;Level;  8,695.8990;  9,808.0740;    504.1840;00002;00130
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;01; 4;04;424;04;S;1;Green;Unknown;;;00017;00017;Y;N;;00000000000;1229;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;02; 3;03;214;01;S;1;Tee Box;;Green;Unknown;06729;06696;N;N;;00000000221;1232;Good;With;Level;  9,178.3610; 10,023.5270;    490.0780;00223;00222
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;02; 3;03;214;02;S;1;Green;Unknown;Green;Unknown;00210;00221;N;N;Y;00000000012;1238;Good;With;Level;  9,180.2120; 10,006.1650;    489.6350;00013;00138
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;02; 3;03;214;03;S;1;Green;Unknown;;;00012;00012;Y;N;;00000000000;1238;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;03; 4;04;387;01;S;1;Tee Box;;Fairway;Left Fairway;09637;14112;N;N;;00000004510;1240;Good;With;Level;  8,483.4680; 10,043.6940;    507.1220;00236;00260
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;03; 4;04;387;02;S;1;Fairway;Left Fairway;Green;Unknown;04403;04510;N;N;;00000000120;1245;Good;With;Level;  8,117.2920; 10,059.5760;    523.6040;00048;00199
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;03; 4;04;387;03;S;1;Green;Unknown;Green;Unknown;00146;00120;N;N;Y;00000000020;1248;Good;With;Level;  8,106.3130; 10,054.4290;    524.0380;00010;00142
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;03; 4;04;387;04;S;1;Green;Unknown;;;00020;00020;Y;N;;00000000000;1248;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;04; 3;04;440;01;S;1;Tee Box;;Intermediate Rough;Left Intermediate;10025;16092;N;N;;00000006195;1251;Good;With;Level;  8,160.8150;  9,320.4010;    513.6870;00553;00288
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;04; 3;04;440;02;S;1;Intermediate Rough;Left Intermediate;Green;Unknown;06259;06195;N;N;;00000000075;1256;N/A;With;Level;  8,101.7040;  8,802.4160;    529.1940;00050;00069
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;04; 3;04;440;03;S;1;Green;Unknown;;;00075;00075;Y;N;Y;00000000000;1300;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;05; 4;04;520;01;S;1;Tee Box;;Primary Rough;Left Rough;10842;19476;N;N;;00000008803;1302;Good;With;Level;  9,078.0620;  8,668.1150;    497.6000;00568;00137
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;05; 4;04;520;02;S;1;Primary Rough;Left Rough;Fairway;Right Fairway;07294;08803;N;Y;;00000001533;1307;N/A;With;Level;  9,656.3780;  8,481.5630;    483.4620;00151;00006
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;05; 4;04;520;03;S;1;Fairway;Right Fairway;Green;Unknown;01573;01533;N;N;;00000000108;1311;Good;With;Level;  9,787.3040;  8,474.5300;    485.1310;00107;00206
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;05; 4;04;520;04;S;1;Green;Unknown;;;00108;00108;Y;N;Y;00000000000;1313;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;06; 3;03;209;01;S;1;Tee Box;;Green;Unknown;07998;07992;N;N;;00000000153;1316;Good;With;Level;  9,828.1240;  8,825.7110;    476.0030;00155;00000
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;06; 3;03;209;02;S;1;Green;Unknown;Green;Unknown;00189;00153;N;N;Y;00000000031;1323;Good;With;Level;  9,816.8160;  8,814.7540;    476.1320;00033;00000
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;06; 3;03;209;03;S;1;Green;Unknown;;;00031;00031;Y;N;;00000000000;1324;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;07; 4;04;434;01;S;1;Tee Box;;Fairway;Left Fairway;11107;15948;N;N;;00000004885;1325;Good;With;Level;  8,817.5420;  8,982.4950;    499.4970;00295;00294
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;07; 4;04;434;02;S;1;Fairway;Left Fairway;Green;Unknown;04783;04885;N;N;;00000000191;1331;Good;With;Level;  8,448.2310;  8,834.5590;    523.4620;00167;00283
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;07; 4;04;434;03;S;1;Green;Unknown;Green;Unknown;00217;00191;N;N;Y;00000000021;1335;Good;With;Level;  8,444.7460;  8,816.8120;    523.7360;00017;00143
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;07; 4;04;434;04;S;1;Green;Unknown;;;00021;00021;Y;N;;00000000000;1335;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;08; 4;04;405;01;S;1;Tee Box;;Intermediate Rough;Right Intermediate;11626;14436;N;N;;00000002813;1338;Good;With;Level;  8,388.9290;  9,532.1910;    525.2350;00402;00067
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;08; 4;04;405;02;S;1;Intermediate Rough;Right Intermediate;Green;Unknown;02872;02813;N;N;;00000000102;1343;N/A;With;Level;  8,248.1910;  9,725.8050;    523.0960;00079;00227
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;08; 4;04;405;03;S;1;Green;Unknown;Green;Unknown;00125;00102;N;N;Y;00000000021;1347;Good;With;Level;  8,245.5480;  9,715.7430;    523.2270;00007;00119
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;08; 4;04;405;04;S;1;Green;Unknown;;;00021;00021;Y;N;;00000000000;1347;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;09; 4;05;600;01;S;1;Tee Box;;Fairway;Right Fairway;11821;21312;N;N;;00000009538;1350;Good;With;Level;  9,035.6010;  9,545.4520;    487.6910;00579;00113
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;09; 4;05;600;02;S;1;Fairway;Right Fairway;Green;Unknown;09721;09538;N;N;;00000000510;1355;Good;With;Level;  9,844.8640;  9,581.2190;    482.8200;00509;00032
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;09; 4;05;600;03;S;1;Green;Unknown;Green;Unknown;00526;00510;N;N;Y;00000000017;1401;Good;With;Level;  9,831.3320;  9,539.5140;    482.5800;00014;00116
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;09; 4;05;600;04;S;1;Green;Unknown;;;00017;00017;Y;N;;00000000000;1401;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;10; 4;04;469;01;S;1;Tee Box;;Intermediate Rough;Right Intermediate;10275;16812;N;N;;00000006484;1405;Good;With;Level; 11,105.3950;  9,952.1920;    506.8700;00348;00067
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;10; 4;04;469;02;S;1;Intermediate Rough;Right Intermediate;Primary Rough;Left Rough;06362;06484;N;Y;;00000000724;1411;N/A;With;Level; 11,631.9620;  9,895.4100;    530.5890;00697;00030
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;10; 4;04;469;03;D;0;Unknown;Left Rough;Intermediate Rough;Left Intermediate;00051;00724;N;Y;;00000000736;1414;Unknown;Unknown;Unknown; 11,627.7890;  9,896.2160;    530.1970;00693;00015
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;10; 4;04;469;04;S;1;Intermediate Rough;Left Intermediate;Green;Unknown;00809;00736;N;N;;00000000071;1416;Good;With;Level; 11,631.3510;  9,828.8920;    531.2330;00072;00078
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;10; 4;04;469;05;S;1;Green;Unknown;;;00071;00071;Y;N;Y;00000000000;1418;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;11; 3;03;197;01;S;1;Tee Box;;Green;Unknown;07392;07200;N;N;;00000000193;1420;Good;With;Level; 12,235.3850;  9,865.5970;    547.0070;00101;00129
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;11; 3;03;197;02;S;1;Green;Unknown;Green;Unknown;00221;00193;N;N;Y;00000000031;1424;Good;With;Level; 12,218.2620;  9,858.9330;    546.7470;00032;00246
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;11; 3;03;197;03;S;1;Green;Unknown;;;00031;00031;Y;N;;00000000000;1426;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;12; 4;04;391;01;S;1;Tee Box;;Fairway;Left Fairway;09333;13680;N;N;;00000004345;1428;Good;With;Level; 11,486.8420;  9,644.5400;    520.7210;00189;00206
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;12; 4;04;391;02;S;1;Fairway;Left Fairway;Green;Unknown;04387;04345;N;N;;00000000139;1433;Good;With;Level; 11,124.2860;  9,690.5780;    510.4270;00134;00778
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;12; 4;04;391;03;S;1;Green;Unknown;Green;Unknown;00189;00139;N;N;Y;00000000051;1437;Good;With;Level; 11,129.4090;  9,675.7240;    510.2310;00033;00697
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;12; 4;04;391;04;S;1;Green;Unknown;;;00051;00051;Y;N;;00000000000;1437;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;13; 4;04;476;01;S;1;Tee Box;;Primary Rough;Left Rough;09890;15588;N;N;;00000005612;1439;Good;With;Level; 11,751.9760;  9,548.0090;    530.3910;01243;00943
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;13; 4;04;476;02;S;1;Primary Rough;Left Rough;Green;Unknown;05977;05612;N;N;;00000000582;1445;N/A;With;Level; 12,245.8580;  9,487.4390;    552.1760;00537;00203
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;13; 4;04;476;03;S;1;Green;Unknown;Green;Unknown;00549;00582;N;N;Y;00000000047;1449;Good;With;Level; 12,222.9060;  9,527.0560;    552.0330;00020;00192
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;13; 4;04;476;04;S;1;Green;Unknown;;;00047;00047;Y;N;;00000000000;1452;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;14; 3;04;442;01;S;1;Tee Box;;Primary Rough;Left Rough;10814;15948;N;N;;00000005264;1453;Good;With;Level; 11,366.5460;  9,237.9670;    513.1190;00719;00325
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;14; 3;04;442;02;S;1;Primary Rough;Left Rough;Green;Unknown;05135;05264;N;N;;00000000146;1458;N/A;With;Level; 10,947.8370;  9,325.8180;    504.0450;00049;00207
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;14; 3;04;442;03;S;1;Green;Unknown;;;00146;00146;Y;N;Y;00000000000;1502;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;15; 5;05;525;01;S;1;Tee Box;;Primary Rough;Right Rough;09932;18180;N;N;;00000008051;1504;Good;With;Level; 11,542.9970;  8,941.4570;    500.4190;00512;00076
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;15; 5;05;525;02;S;1;Primary Rough;Right Rough;Green;Unknown;08703;08051;N;N;;00000000815;1512;N/A;With;Level; 12,208.5080;  8,658.3700;    554.8270;00472;00120
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;15; 5;05;525;03;S;1;Green;Unknown;Green;Unknown;00861;00815;N;N;Y;00000000090;1518;Good;With;Level; 12,165.5220;  8,715.8150;    552.8930;00045;00153
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;15; 5;05;525;04;S;1;Green;Unknown;Green;Unknown;00110;00090;N;N;;00000000015;1519;Good;With;Level; 12,174.5730;  8,717.0000;    553.1560;00011;00105
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;15; 5;05;525;05;S;1;Green;Unknown;;;00015;00015;Y;N;;00000000000;1519;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;16; 5;04;481;01;S;1;Tee Box;;Primary Rough;Right Rough;11256;17496;N;N;;00000006285;1522;Good;With;Level; 11,272.1820;  8,557.2110;    497.1360;00505;00224
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;16; 5;04;481;02;S;1;Primary Rough;Right Rough;Primary Rough;Left Rough;06475;06285;N;Y;;00000000908;1527;N/A;With;Level; 10,734.2690;  8,516.9660;    483.6750;00908;00127
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;16; 5;04;481;03;S;1;Primary Rough;Left Rough;Green;Unknown;00830;00908;N;N;;00000000086;1530;N/A;With;Level; 10,751.0800;  8,584.0410;    483.8750;00083;00220
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;16; 5;04;481;04;S;1;Green;Unknown;Green;Unknown;00102;00086;N;N;Y;00000000011;1532;Good;With;Level; 10,749.5490;  8,592.4390;    483.7590;00013;00143
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;16; 5;04;481;05;S;1;Green;Unknown;;;00011;00011;Y;N;;00000000000;1532;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;17; 5;04;470;01;S;1;Tee Box;;Fairway;Right Fairway;10815;16092;N;N;;00000005276;1536;Good;With;Level; 10,597.4610;  9,211.6540;    477.9790;00050;00459
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;17; 5;04;470;02;S;1;Fairway;Right Fairway;Water;Unknown;05844;05276;N;N;;00000000620;1540;Good;With;Level; 10,562.8820;  9,697.3780;    471.0000;00269;00324
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;17; 5;04;470;03;S;1;Water;Unknown;Green;Unknown;00544;00620;N;N;;00000000122;1543;N/A;With;Level; 10,588.9330;  9,661.1900;    479.2440;00045;00140
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;17; 5;04;470;04;S;1;Green;Unknown;Green;Unknown;00149;00122;N;N;Y;00000000022;1545;Good;With;Level; 10,584.1380;  9,649.7540;    479.2350;00016;00139
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;17; 5;04;470;05;S;1;Green;Unknown;;;00022;00022;Y;N;;00000000000;1545;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06567;688;060;Vijay;Singh;04;TOUR Championship by Coca-Cola;East Lake GC;18; 3;03;235;01;S;1;Tee Box;;Green;Unknown;07979;08352;N;N;;00000000521;1549;Good;With;Level; 10,160.1430;  9,849.7120;    493.1680;00338;00262
